h,basis,ncsc_date,cld_date,delta_days,check
qujcfkf.cn,objectid,2023-02-24,2023-02-24,0,mirror_consistency
quocdanhbank.online,objectid,2022-12-08,2022-12-08,0,mirror_consistency
quotex.com,objectid,2022-12-17,2022-12-17,0,mirror_consistency
qut78r.tokyo,objectid,2023-01-06,2023-01-06,0,mirror_consistency
qwdsavnm.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
qweewq2.cc,objectid,2023-04-03,2023-04-03,0,mirror_consistency
qwg6158qwe.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
r4b3ju.tokyo,objectid,2023-01-06,2023-01-06,0,mirror_consistency
rage-records.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
raimospyridon.xyz,objectid,2023-01-30,2023-01-30,0,mirror_consistency
rakuten-vips.com,objectid,2023-01-07,2023-01-07,0,mirror_consistency
rakutenll.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
rakutenrr.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
rancher.world,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
random15k.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
raonbk.com,objectid,2022-11-02,2022-11-04,-2,mirror_consistency
rawpk85.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
rcurjg.id,objectid,2023-01-06,2023-01-06,0,mirror_consistency
rec-house.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
reerenn.top,objectid,2022-12-03,2022-12-03,0,mirror_consistency
reerenn8.top,objectid,2022-10-18,2022-10-18,0,mirror_consistency
reerennan.top,objectid,2022-10-14,2022-10-14,0,mirror_consistency
reerennun.top,objectid,2022-12-03,2022-12-03,0,mirror_consistency
refundshopee.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
register-ebay.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
reglienquan.online,objectid,2023-01-07,2023-01-07,0,mirror_consistency
rehopee.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
reisebuero-ullamohr.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
reitsport-hinrichs-junior.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
reliancemall.in,objectid,2022-11-09,2022-11-09,0,mirror_consistency
rent-my-tesla.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
reoi265r.com,objectid,2022-12-08,2022-12-08,0,mirror_consistency
reservit-agent.com,objectid,2022-12-03,2022-12-03,0,mirror_consistency
retretbf.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
reuterslcd.com,objectid,2023-03-02,2023-03-02,0,mirror_consistency
rfbnkm.com,objectid,2022-12-20,2022-12-20,0,mirror_consistency
rg01966.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
rgl1680.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
rglvn.online,objectid,2023-03-06,2023-03-06,0,mirror_consistency
rgv3s2z.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
rick88.me,objectid,2023-02-20,2023-02-20,0,mirror_consistency
rickmomo.fun,objectid,2023-01-09,2023-01-09,0,mirror_consistency
rik.plus,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik555.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik555.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik5555.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik666.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik666.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik6666.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik678.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik678.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik678.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik6868.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik777.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik777.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik7777.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik789.cc,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik789.vip,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik888.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik888.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik8888.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik999.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rik9999.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikbet.fun,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikbet68.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikbet6868.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikbet6868.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikbet789.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikbet789.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikmomo.co,objectid,2023-01-04,2023-01-04,0,mirror_consistency
rikmomo.me,objectid,2022-12-30,2022-12-30,0,mirror_consistency
rikv555.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikv666.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikv68.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikv777.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikv888.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rikv999.club,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
rinhqualq.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
riotbweb.com,objectid,2023-06-11,2023-06-11,0,mirror_consistency
rjedjfrh.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
robbies-clan.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
robloxsieucap.com,objectid,2023-02-01,2023-02-01,0,mirror_consistency
robloxviet.vn,objectid,2022-12-15,2022-12-15,0,mirror_consistency
robloxvietnam.vn,objectid,2023-01-27,2023-01-27,0,mirror_consistency
robot-reall.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
robuxkhuyenmai.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
robuxs1.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
robuxvietgiare.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
rockingheroes.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
roman-beerli.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
ron-entertainment.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
rongdo.live,objectid,2023-02-24,2023-02-24,0,mirror_consistency
rootpp.site,objectid,2022-10-20,2022-10-21,-1,mirror_consistency
rootpp.top,objectid,2022-10-18,2022-10-18,0,mirror_consistency
rop34m.com,objectid,2022-10-24,2022-11-04,-11,mirror_consistency
roppeh01250.com,objectid,2023-01-06,2023-01-06,0,mirror_consistency
roseweinundsekt.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
rosyglobal.com,objectid,2022-11-16,2022-11-16,0,mirror_consistency
rotundallc.com,objectid,2022-10-12,2022-10-12,0,mirror_consistency
rqx3468.com,objectid,2022-10-16,2022-10-16,0,mirror_consistency
rqx4072.com,objectid,2022-10-16,2022-10-16,0,mirror_consistency
rqx5972.com,objectid,2022-10-16,2022-10-16,0,mirror_consistency
rqx6791.com,objectid,2022-10-16,2022-10-16,0,mirror_consistency
rqx7281.com,objectid,2022-10-16,2022-10-16,0,mirror_consistency
rrk2828.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
rrk3838.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
rrk4848.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
rrk5858.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
rrk7878.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
rrk8888.com,objectid,2022-10-16,2022-10-16,0,mirror_consistency
rrk9898.com,objectid,2022-12-05,2022-12-05,0,mirror_consistency
rtyd3.com,objectid,2023-01-19,2023-01-19,0,mirror_consistency
rtyrtyv.com,objectid,2023-02-16,2023-02-16,0,mirror_consistency
ruebewaggis.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
ruesoopmrs.com,objectid,2022-12-12,2022-12-12,0,mirror_consistency
ruibcld.live,objectid,2023-04-01,2023-04-01,0,mirror_consistency
runminer.tech,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
runminer.xyz,objectid,2022-10-30,2022-11-04,-5,mirror_consistency
russiacctv.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
rut-tien-the-tin-dung.online,objectid,2023-08-01,2023-08-01,0,mirror_consistency
rutdaotindung24h.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
ruthetindung.com,objectid,2023-02-20,2023-02-20,0,mirror_consistency
rutientuthetindung.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
rutientuthetindung5s.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
rutthe-mpos.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
rutthempos-vn.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
rutthetindunghn247.com,objectid,2023-02-08,2023-02-08,0,mirror_consistency
rutthetindungmpos247.com,objectid,2022-12-15,2022-12-15,0,mirror_consistency
ruttien-daohan.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
ruttien-daohan66.com,objectid,2023-01-01,2023-01-01,0,mirror_consistency
ruttien-daohanthetindung.online,objectid,2023-02-08,2023-02-08,0,mirror_consistency
ruttien-daohanthetindung.shop,objectid,2023-02-08,2023-02-08,0,mirror_consistency
ruttien-thetindung99.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
ruttien-tindungmpos24h.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
ruttiendaohantindung.com,objectid,2023-01-02,2023-01-02,0,mirror_consistency
ruttienf3credit.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
ruttiennhanh-nextpay.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
ruttiennhanh-payonl.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
ruttiennthetindugmpos.com,objectid,2022-10-17,2022-10-17,0,mirror_consistency
ruttientaihanoi.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
ruttienthetindung-24h.info,objectid,2023-04-01,2023-04-01,0,mirror_consistency
ruttienthetindung3s.com,objectid,2023-02-20,2023-02-20,0,mirror_consistency
ruttienthetindung4s.com,objectid,2023-02-20,2023-02-20,0,mirror_consistency
ruttienthetindungbienhoa.xyz,objectid,2023-01-14,2023-01-14,0,mirror_consistency
ruttientindung-365vn.com,objectid,2023-01-14,2023-01-14,0,mirror_consistency
ruttientindung-mposonline.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
ruttientindung-nextpay.com,objectid,2022-12-30,2022-12-30,0,mirror_consistency
ruttientindung-payonline.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
ruttienvitrasaumomo.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
ruttindungpos.com,objectid,2023-01-09,2023-01-09,0,mirror_consistency
rutvitrasaumomo.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
rutwdj.id,objectid,2023-01-06,2023-01-06,0,mirror_consistency
rver88.com,objectid,2022-10-15,2022-10-15,0,mirror_consistency
rvwniw.id,objectid,2023-01-06,2023-01-06,0,mirror_consistency
rws1.xyz,objectid,2023-04-03,2023-04-03,0,mirror_consistency
rzqzh1l.cfd,objectid,2022-12-31,2022-12-31,0,mirror_consistency
s-vip.plus,objectid,2023-01-27,2023-01-27,0,mirror_consistency
s-vip.shop,objectid,2023-01-27,2023-01-27,0,mirror_consistency
s22khuyenmai.xyz,objectid,2023-01-01,2023-01-01,0,mirror_consistency
s3-video.buzz,objectid,2023-04-01,2023-04-01,0,mirror_consistency
s5560.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
s88611.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
s88622.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
s88app.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
s88app001.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
s88app002.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
s88app003.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
s88app006.com,objectid,2022-10-23,2022-11-04,-12,mirror_consistency
sacmbk.com,objectid,2022-12-22,2022-12-22,0,mirror_consistency
sadksajdha.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
sadksajfhr.com,objectid,2022-11-26,2022-11-26,0,mirror_consistency
sadm0.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm11.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm12.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm13.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm14.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm15.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm16.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm18.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sadm9.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
safgrelp.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
safirmoda.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
sagawavietnam.com,objectid,2023-04-01,2023-04-01,0,mirror_consistency
sago.net.vn,objectid,2023-01-30,2023-01-30,0,mirror_consistency
sahxzaa.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
saigonairport.vn,objectid,2023-04-01,2023-04-01,0,mirror_consistency
saigoncargo.vn,objectid,2023-04-01,2023-04-01,0,mirror_consistency
sajkw1.top,objectid,2023-03-06,2023-03-06,0,mirror_consistency
saksfifthavenue.top,objectid,2023-02-03,2023-02-03,0,mirror_consistency
saksfiifth.com,objectid,2023-02-24,2023-02-24,0,mirror_consistency
saksoff5ths.com,objectid,2023-02-28,2023-02-28,0,mirror_consistency
sakssoffs.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
saleonline.live,objectid,2022-11-11,2022-11-11,0,mirror_consistency
salesconsult-group.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
salobank.vn,objectid,2023-01-30,2023-01-30,0,mirror_consistency
sambabykid.com,objectid,2022-11-29,2022-11-29,0,mirror_consistency
samsung-store.online,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sandpn.com,objectid,2022-12-25,2022-12-25,0,mirror_consistency
sanduon.com,objectid,2022-11-02,2022-11-04,-2,mirror_consistency
sanopaee.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sansalesa73.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sanyuxnxyclxk.com,objectid,2022-11-16,2022-11-16,0,mirror_consistency
sanyuxnxytak.vip,objectid,2022-12-05,2022-12-05,0,mirror_consistency
sapsana92.com,objectid,2023-03-23,2023-03-23,0,mirror_consistency
sashop99.com,objectid,2023-03-06,2023-03-06,0,mirror_consistency
sato-vip1.com,objectid,2023-04-03,2023-04-03,0,mirror_consistency
sawig-server.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
sc-folxpunk.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
sc0m.online,objectid,2023-01-25,2023-01-25,0,mirror_consistency
sc0mv1.com,objectid,2023-02-11,2023-02-10,1,mirror_consistency
sc0mv2.com,objectid,2023-02-11,2023-02-10,1,mirror_consistency
sc0mvn.net,objectid,2023-02-11,2023-02-10,1,mirror_consistency
sc23wd.com,objectid,2023-01-06,2023-01-06,0,mirror_consistency
scdienmayxanh.com,objectid,2022-10-28,2022-11-04,-7,mirror_consistency
scheuter-ue.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
schmitz01.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
schoenbrunn-im-fichtelgebirge.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
schwedischertrunk.at,objectid,2022-12-25,2022-12-25,0,mirror_consistency
sclub88.com,objectid,2022-11-23,2022-11-23,0,mirror_consistency
scomvn.fun,objectid,2023-01-25,2023-01-25,0,mirror_consistency
scratchco.de,objectid,2022-12-25,2022-12-25,0,mirror_consistency
sd1600.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1601.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1602.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1603.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1604.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1605.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1606.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1607.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1608.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1609.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1610.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1611.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1612.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1613.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1614.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1615.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1616.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1617.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1618.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1619.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1620.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1621.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1622.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1623.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1624.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1625.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1626.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1627.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1628.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1629.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1630.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1631.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1632.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1633.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1634.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1635.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1636.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1637.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1638.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1639.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1640.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1641.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1642.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1643.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1644.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1645.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1646.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1647.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1648.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1649.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1650.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1651.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1652.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1653.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1654.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1655.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1656.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1657.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1658.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1659.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1660.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1661.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1662.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1664.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1665.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1666.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1667.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1668.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1669.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1670.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1671.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1672.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1673.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1674.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1675.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1676.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1677.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1678.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1679.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1680.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1681.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1682.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1683.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1684.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1685.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1686.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1687.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1688.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1689.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1691.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1692.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1693.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1694.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1695.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1696.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1697.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1698.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1699.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd1700.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3700.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3701.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3702.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3703.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3704.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3705.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3706.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3707.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3708.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3709.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3710.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3711.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3712.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3713.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3714.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3715.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3716.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3717.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3718.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3719.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3720.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3721.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3722.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3723.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3724.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3725.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3726.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3727.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3728.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3729.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3730.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3731.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3732.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3733.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3734.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3735.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3736.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3737.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3738.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3739.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3740.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3741.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3742.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3743.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3744.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3745.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3746.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3747.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3748.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3749.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3750.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3751.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3752.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3753.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3754.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
sd3755.xyz,objectid,2022-10-17,2022-10-17,0,mirror_consistency
